,status,duration,amount,savings,employment_duration,installment_rate,present_residence,age,number_credits,credit_risk,credit_history_critical account/other credits elsewhere,credit_history_delay in paying off in the past,credit_history_existing credits paid back duly till now,credit_history_no credits taken/all credits paid back duly,purpose_car (new),purpose_car (used),purpose_domestic appliances,purpose_furniture/equipment,purpose_others,purpose_radio/television,purpose_repairs,purpose_retraining,purpose_vacation,personal_status_sex_female : single,personal_status_sex_male : divorced/separated,personal_status_sex_male : married/widowed,property_car or other,property_real estate,property_unknown/no property,telephone_yes (under customer name)
431,4,12,1555,4,5,1,4,55,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
432,2,15,2326,3,3,3,4,27,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
433,2,18,1887,5,3,1,4,28,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
434,4,12,1264,5,5,1,4,57,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
435,4,7,846,5,5,2,4,36,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
436,4,15,1532,2,3,1,3,31,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
437,4,6,935,1,3,2,2,24,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
438,1,27,2442,1,5,1,4,43,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
439,2,18,3590,1,1,2,3,40,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
440,4,21,2288,1,2,1,4,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
441,4,27,5117,1,4,2,4,26,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
442,1,39,14179,5,4,1,4,30,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
443,4,15,1386,5,3,1,2,40,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
444,4,12,618,1,5,1,4,56,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
445,4,12,1574,1,3,1,2,50,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
446,4,6,700,5,5,1,4,36,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
447,4,12,886,5,3,1,2,21,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,4,36,4686,1,3,3,2,32,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
449,2,9,790,3,3,1,3,66,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
450,2,12,766,3,3,1,3,66,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
451,1,20,2212,5,4,1,4,39,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
452,2,10,7308,1,1,3,4,70,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
453,2,24,5743,1,2,3,4,24,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
454,1,14,3973,1,1,4,4,22,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
455,2,60,7418,5,3,4,1,27,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
456,2,20,2629,1,3,3,3,29,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
457,2,18,1941,4,3,1,2,35,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
458,2,24,2333,5,2,1,2,29,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
459,4,12,2445,5,2,3,4,26,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
460,2,20,6468,5,1,4,4,60,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
461,2,18,7374,1,1,1,4,40,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
462,4,15,3812,2,2,4,4,23,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,1,28,4006,1,3,2,2,45,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
464,2,12,7472,5,1,4,2,24,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465,3,12,1424,5,5,2,4,55,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
466,2,12,2028,5,3,1,2,30,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467,4,15,5324,3,5,4,4,35,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
468,2,36,2323,1,4,1,4,24,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
469,4,12,1393,1,5,1,4,47,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
470,4,18,1984,1,3,1,4,47,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
471,4,24,999,5,5,1,2,25,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
472,4,36,7409,5,5,2,2,37,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
473,4,15,2186,5,4,4,4,33,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,3,36,4473,1,5,1,2,31,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
475,4,24,937,1,2,1,3,27,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
476,4,18,3422,1,5,1,4,47,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
477,4,24,3105,5,2,1,2,25,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
478,4,12,2748,1,5,3,4,57,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
479,2,18,3872,1,1,3,4,67,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
480,4,27,5190,5,5,1,4,48,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
481,2,18,3001,1,4,3,4,40,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482,4,24,3863,1,3,4,2,32,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
483,4,12,5801,5,5,3,4,49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
484,4,12,1592,4,4,2,2,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,4,12,1185,1,3,2,2,27,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
486,4,18,3780,1,2,2,2,35,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
487,2,18,3612,1,5,2,4,37,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
488,4,12,1076,1,3,3,2,26,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
489,4,12,3527,5,2,3,3,45,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
490,4,18,2051,1,2,1,1,33,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
491,4,12,3331,1,5,3,4,42,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
492,1,18,3104,1,4,2,1,31,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
493,4,24,2611,1,5,1,3,46,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
494,1,12,1409,1,5,1,3,54,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
495,4,24,1311,2,4,1,3,26,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
496,4,6,2108,1,4,3,2,29,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
497,4,24,4042,5,4,2,4,43,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
498,4,12,926,1,1,4,2,38,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
499,1,12,1680,3,5,2,1,35,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
500,4,24,1249,1,2,1,2,28,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
501,4,24,2463,2,4,1,3,27,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
502,4,6,1595,1,4,2,2,51,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
503,4,24,2058,1,3,1,2,33,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
504,4,24,7814,1,4,2,3,38,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
505,4,6,1740,1,5,3,2,30,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
506,4,12,1240,5,5,1,2,38,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
507,4,24,6842,5,3,3,4,46,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
508,4,24,5150,1,5,1,4,33,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
509,1,6,1203,2,5,2,2,43,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
510,4,6,2080,3,3,4,2,24,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
511,4,6,1538,1,2,4,2,56,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
512,2,24,3878,2,2,1,2,37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
513,2,30,3832,1,2,3,1,22,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
514,4,15,3186,4,4,3,3,20,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
515,2,24,2896,2,2,3,1,29,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
516,2,24,6967,2,4,1,4,36,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
517,4,36,1819,1,3,1,4,37,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
518,4,24,5943,5,2,4,1,44,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
519,4,36,7127,1,2,3,4,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
520,4,36,3349,1,3,1,2,28,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,4,36,10974,1,1,1,2,26,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,4,6,518,1,3,2,1,29,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
523,4,18,1126,5,2,1,2,21,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
524,2,12,1860,1,1,1,2,34,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
525,4,36,9566,1,3,3,2,31,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,1,12,701,1,3,1,2,40,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
527,2,12,2930,1,4,3,1,27,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
528,4,18,1505,1,3,1,2,32,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
529,4,18,2238,1,3,3,1,25,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,4,4,1503,1,4,3,1,42,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
531,4,24,2197,5,4,1,4,43,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
532,3,12,1881,1,3,3,2,44,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
533,1,18,1880,1,4,1,1,32,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
534,1,18,2389,1,2,1,1,27,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535,2,24,1967,1,5,1,4,20,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
536,4,4,3380,1,4,4,1,37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
537,4,4,1455,1,4,3,1,42,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
538,4,7,730,5,5,1,2,46,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
539,2,18,3244,1,3,4,4,33,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,2,9,1670,1,2,1,2,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
541,2,48,3979,5,4,1,1,41,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
542,2,12,1922,1,3,1,2,37,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
543,2,18,1295,1,2,1,1,27,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
544,4,4,1544,1,4,3,1,42,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
545,2,8,907,1,2,2,2,26,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
546,2,30,1715,5,3,1,1,26,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
547,3,10,1347,5,4,1,2,27,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
548,2,12,1007,4,3,1,1,22,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
549,4,12,1402,3,4,2,4,37,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
550,2,12,2002,1,4,2,4,30,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
551,4,12,2096,1,4,3,3,49,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
552,4,12,1101,1,3,2,2,27,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
553,4,10,894,5,4,1,3,40,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
554,2,11,1577,4,2,1,1,20,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,4,33,2764,1,3,3,2,26,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
556,2,48,8358,3,2,4,1,30,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
557,3,12,1474,1,2,1,1,33,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
558,4,24,5433,5,1,3,4,26,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
559,2,14,1410,3,5,4,2,35,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
560,4,20,3485,5,2,3,4,44,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
561,4,18,3850,1,4,2,1,27,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
562,2,60,7408,2,2,1,2,24,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
563,3,24,1377,2,5,1,2,47,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
564,4,30,4272,2,3,3,2,26,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
565,2,24,1553,2,4,2,2,23,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
566,2,36,9857,2,4,4,3,31,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
567,4,6,362,2,3,1,4,52,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
568,4,12,1935,1,5,1,4,43,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
569,4,48,10222,5,4,1,3,37,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
570,3,12,1330,1,2,1,1,26,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
571,4,36,9055,5,3,3,4,35,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
572,2,26,7966,1,2,3,3,30,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
573,2,30,3496,4,3,1,2,34,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
574,2,36,6948,1,3,3,2,35,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
575,2,48,12204,5,3,3,2,48,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
576,1,36,3446,1,5,1,2,42,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
577,1,12,684,1,3,1,4,40,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
578,1,33,4281,3,3,4,4,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1,42,7174,5,4,1,3,30,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
580,1,24,1546,1,4,1,4,24,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
581,1,24,2359,2,1,4,1,33,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
582,4,24,3621,2,5,3,4,31,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
583,1,12,741,2,1,1,3,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
584,1,12,7865,1,5,1,4,53,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
585,1,24,2910,1,4,3,1,34,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
586,1,18,5302,1,5,3,4,36,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
587,1,36,3620,1,3,4,2,37,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
588,1,18,3509,1,4,1,1,25,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
589,2,12,3017,1,2,2,1,34,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,1,12,1657,1,3,3,2,27,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
591,1,8,1164,1,5,2,4,51,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
592,1,36,6229,1,2,1,4,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
593,1,24,1193,1,1,4,4,29,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
594,1,30,4583,1,3,3,2,32,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
595,1,36,5371,1,3,2,2,28,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
596,1,12,708,1,3,3,3,38,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
597,1,21,571,1,5,1,4,65,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
598,1,30,2522,1,5,4,3,39,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
599,1,36,5179,1,4,1,2,29,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
600,1,36,8229,1,3,3,2,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
601,4,24,2028,1,4,3,2,30,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
602,1,6,1374,5,1,1,3,75,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
603,1,12,1289,1,3,1,1,21,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
604,1,36,2712,1,5,3,2,41,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
605,1,15,975,1,3,3,3,25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
606,2,6,1050,1,1,1,1,35,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
607,1,6,609,1,4,1,3,37,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
608,1,48,4788,1,4,1,3,26,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
609,2,24,3069,2,5,1,4,30,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
610,2,12,836,2,2,1,2,23,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
611,1,12,2577,1,3,3,1,42,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
612,1,12,1620,1,3,3,3,30,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
613,1,15,1845,1,2,1,1,46,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
614,1,24,6579,1,1,1,2,29,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
615,1,12,1893,1,3,1,4,29,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
616,1,30,10623,1,5,2,4,38,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
617,1,18,2249,2,4,1,3,30,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
618,1,30,3108,1,2,3,4,31,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
619,2,12,958,1,4,3,3,47,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
620,4,24,9277,5,3,3,4,48,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
621,4,24,6314,1,1,1,2,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
622,1,12,1526,1,5,1,4,66,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
623,1,12,3590,1,3,3,2,29,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
624,1,24,6615,1,1,3,4,75,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
625,1,6,1872,1,1,1,4,36,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
626,4,12,2859,5,1,1,4,38,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
627,4,18,1582,4,5,1,4,46,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
628,4,6,1238,5,1,1,4,36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
629,1,12,2578,1,1,2,4,55,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
630,1,15,1433,1,3,1,3,25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
631,1,42,7882,1,4,3,4,45,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
632,1,24,4169,1,3,1,4,28,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
633,1,36,3959,1,1,1,3,30,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
634,1,36,3249,1,4,3,4,39,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
635,1,24,3149,1,2,1,1,22,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
636,1,12,2246,1,5,2,3,60,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
637,1,13,1797,1,2,2,1,28,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
638,1,20,4272,1,5,4,4,24,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
639,1,24,2957,1,5,1,4,63,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
640,1,36,2348,1,3,2,2,46,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
641,3,42,6289,1,2,3,1,33,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
642,1,24,6419,1,5,3,4,44,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
643,1,48,6143,1,5,1,4,58,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
644,4,24,1597,1,5,1,4,54,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
645,1,36,15857,1,1,3,3,43,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
646,4,24,2223,2,5,1,4,52,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
647,4,48,7238,5,5,2,3,32,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
648,2,30,2503,2,5,1,2,41,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
